Provider_Number,Facility_Name,Address,City,State,County,Profit_or_Non_Profit,Chain_Owned,Chain_Organization,No_Dialysis_Stations,Patient_Transfusion_category_text,transfusion_summary,hypercalcemia_summary,Serum_phosphorus_summary,Patient_hospitalization_category_text,Patient_Hospital_Readmission_Category,Patient_Survival_Category_Text,hospitalization_summary,hospital_readmission_summary,survival_summary,Patient_Infection_category_text,Fistula_Category_Text,fistula_summary,long_term_catheter_summary,Npcr_summary,SWR_category_text,PPPW_category_text
242555,FRESENIUS MEDICAL CARE - SPIRIT VALLEY,4700 MIKE COLALILLO DRIVE,DULUTH,MN,SAINT LOUIS,Profit,Yes,FRESENIUS MEDICAL CARE,22,As Expected,77,113,126,As Expected,As Expected,As Expected,100,134,372,As Expected,As Expected,77,77,0,As Expected,As Expected
242556,DAVITA EDEN PRAIRIE DIALYSIS,14852 SCENIC HEIGHTS ROAD,EDEN PRAIRIE,MN,HENNEPIN,Profit,Yes,DAVITA,12,As Expected,31,42,44,As Expected,As Expected,As Expected,36,37,117,As Expected,As Expected,44,44,0,Not Available,As Expected
242557,DAVITA EAGAN DIALYSIS UNIT,"2750 BLUE WATER RD, SUITE 300",EAGAN,MN,DAKOTA,Profit,Yes,DAVITA,16,As Expected,22,26,28,As Expected,As Expected,Better than Expected,22,27,93,As Expected,As Expected,28,28,0,Not Available,As Expected
242559,FMC DIALYSIS SERVICES OF ST PAUL,445 ETNA STREET,SAINT PAUL,MN,RAMSEY,Profit,Yes,FRESENIUS MEDICAL CARE,20,As Expected,31,50,50,As Expected,As Expected,As Expected,33,28,148,As Expected,As Expected,50,50,0,As Expected,As Expected
252525,RCG MCCOMB,1404 WHITE STREET,MCCOMB,MS,PIKE,Profit,Yes,FRESENIUS MEDICAL CARE,32,As Expected,133,150,159,As Expected,As Expected,Worse than Expected,144,127,570,Better than Expected,As Expected,161,161,0,As Expected,As Expected
232615,FMC - ST CLAIR SHORES,26210 HARPER AVE STE 200,SAINT CLAIR SHORES,MI,MACOMB,Profit,Yes,FRESENIUS MEDICAL CARE,32,As Expected,140,203,214,As Expected,As Expected,As Expected,175,248,709,As Expected,Worse than Expected,195,195,0,As Expected,As Expected
232714,DAVITA ALGER HEIGHTS DIALYSIS,705 28TH ST SE,GRAND RAPIDS,MI,KENT,Profit,Yes,DAVITA,20,As Expected,41,56,56,As Expected,As Expected,As Expected,44,52,129,As Expected,As Expected,53,53,0,Not Available,As Expected
232715,"FMS KALAMAZOO, LLC",12180 N US HIGHWAY 131,SCHOOLCRAFT,MI,KALAMAZOO,Profit,Yes,FRESENIUS MEDICAL CARE,4,As Expected,29,51,58,As Expected,As Expected,As Expected,34,34,94,Not Available,As Expected,22,22,0,Not Available,As Expected
232716,"OAKLAWN DIALYSIS CENTER OF ALBION, LLC",350 B DR N,ALBION,MI,DOUGLAS,Profit,Yes,OAKLAWN HOSPITAL,16,As Expected,38,63,63,As Expected,As Expected,As Expected,42,35,114,As Expected,As Expected,54,54,0,Not Available,As Expected
232717,DAVITA MID VALLEY PD HOME TRAINING,1205 N MICHIGAN AVE,SAGINAW,MI,SAGINAW,Profit,Yes,DAVITA,0,As Expected,37,60,60,As Expected,As Expected,As Expected,44,42,107,Not Available,Not Available,0,0,0,Not Available,As Expected
232635,DAVITA FENTON DIALYSIS,17420 SILVER PARKWAY,FENTON,MI,GENESEE,Profit,Yes,DAVITA,12,As Expected,50,78,81,As Expected,As Expected,As Expected,62,56,223,As Expected,As Expected,81,81,0,Not Available,As Expected
232637,DAVITA COMMERCE TOWNSHIP DIALYSIS,120 W COMMERCE RD,COMMERCE TOWNSHIP,MI,OAKLAND,Profit,Yes,DAVITA,12,As Expected,34,52,52,As Expected,As Expected,As Expected,44,60,158,As Expected,As Expected,52,52,0,Not Available,As Expected
232638,DAVITA IONIA DIALYSIS,2622 HEARTLAND BLVD,IONIA,MI,IONIA,Profit,Yes,DAVITA,12,As Expected,43,66,71,As Expected,As Expected,As Expected,53,88,216,As Expected,As Expected,58,58,0,As Expected,As Expected
232639,DAVITA KALAMAZOO CENTRAL DIALYSIS,535 S BURDICK ST STE 110,KALAMAZOO,MI,KALAMAZOO,Profit,Yes,DAVITA,10,As Expected,39,61,62,As Expected,As Expected,As Expected,41,41,150,As Expected,As Expected,49,49,0,Not Available,As Expected
232640,FMC HASTINGS AVE - HOLLAND,649 HASTINGS AVE,HOLLAND,MI,OTTAWA,Profit,Yes,FRESENIUS MEDICAL CARE,18,As Expected,79,109,113,As Expected,As Expected,As Expected,89,77,339,As Expected,As Expected,96,96,0,As Expected,As Expected
332597,DAVITA NORTHTOWNS DIALYSIS CENTER,4041 DELAWARE AVENUE,TONAWANDA,NY,ERIE,Profit,Yes,DAVITA,18,As Expected,59,93,92,As Expected,As Expected,As Expected,67,80,321,As Expected,As Expected,88,88,0,As Expected,Worse than Expected
332598,DAVITA MIDWOOD DIALYSIS,1915 OCEAN AVENUE,BROOKLYN,NY,KINGS,Profit,Yes,DAVITA,34,As Expected,72,112,110,As Expected,As Expected,As Expected,85,84,435,Better than Expected,As Expected,113,113,0,As Expected,As Expected
332599,DAVITA WHITE PLAINS DIALYSIS CENTER,611 W. HARTSDALE AVENUE,WHITE PLAINS,NY,WESTCHESTER,Profit,Yes,DAVITA,15,As Expected,66,89,94,As Expected,As Expected,As Expected,80,83,344,Better than Expected,As Expected,100,100,1,As Expected,Better than Expected
332706,AVANTUS HARLEM GREEN DIALYSIS,488 WEST 128TH STREET,NEW YORK,NY,NEW YORK,Profit,Yes,FRESENIUS MEDICAL CARE,32,As Expected,129,220,223,As Expected,Worse than Expected,As Expected,151,219,582,As Expected,As Expected,226,226,0,As Expected,As Expected
332707,DAVITA ORANGE DIALYSIS CENTER,100 CRYSTAL RUN ROAD,MIDDLETOWN,NY,ORANGE,Profit,Yes,DAVITA,20,As Expected,87,107,121,As Expected,As Expected,As Expected,98,99,347,Better than Expected,As Expected,107,107,0,As Expected,As Expected
392695,DCI HILLPOINTE,131 HILLPOINTE DRIVE,CANONSBURG,PA,WASHINGTON,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",23,Not Available,14,27,28,As Expected,As Expected,As Expected,18,24,65,As Expected,As Expected,26,26,0,Not Available,As Expected
392698,"DCI RENAL SERVICES OF PITTSBURGH, LLC - FIVE POINTS",2534 MONROEVILLE BOULEVARD,MONROEVILLE,PA,ALLEGHENY,Profit,Yes,"DIALYSIS CLINIC, INC.",18,As Expected,36,63,67,As Expected,As Expected,As Expected,44,52,135,As Expected,As Expected,59,59,0,Not Available,As Expected
392699,DAVITA PITTSBURGH DIALYSIS,4312 PENN AVENUE,PITTSBURGH,PA,ALLEGHENY,Profit,Yes,DAVITA,12,As Expected,28,35,35,As Expected,As Expected,As Expected,30,35,126,As Expected,As Expected,35,35,0,Not Available,As Expected
392801,DAVITA CARLISLE REGIONAL DIALYSIS,"419 VILLAGE DR., SUITE 10",CARLISLE,PA,CUMBERLAND,Profit,Yes,DAVITA,12,As Expected,33,50,50,As Expected,As Expected,As Expected,37,46,144,As Expected,As Expected,43,43,0,Not Available,As Expected
392802,FRESENIUS KIDNEY CARE - POTTSTOWN,2223 EAST HIGH ST.,POTTSTOWN,PA,MONTGOMERY,Profit,Yes,FRESENIUS MEDICAL CARE,21,As Expected,58,116,122,As Expected,As Expected,As Expected,85,67,325,As Expected,As Expected,107,107,0,As Expected,As Expected
392598,DAVITA LEWISTOWN DIALYSIS CENTER,611 ELECTRIC AVENUE,LEWISTOWN,PA,MIFFLIN,Profit,Yes,DAVITA,23,As Expected,78,115,123,As Expected,As Expected,Better than Expected,91,87,396,As Expected,Better than Expected,115,115,0,Better than Expected,As Expected
392600,DAVITA DELAWARE VALLEY DIALYSIS CENTER,102 DAVITA DRIVE,MILFORD,PA,PIKE,Profit,Yes,DAVITA,16,As Expected,35,50,54,As Expected,As Expected,As Expected,46,44,189,As Expected,As Expected,51,51,0,Not Available,As Expected
392601,DAVITA MEMPHIS STREET RENAL CENTER,3310-24 MEMPHIS STREET,PHILADELPHIA,PA,PHILADELPHIA,Profit,Yes,DAVITA,18,As Expected,48,81,84,As Expected,As Expected,As Expected,55,69,240,As Expected,As Expected,85,85,0,Not Available,As Expected
392602,US RENAL CARE - WELLSBORO,70 PLAZA LANE,WELLSBORO,PA,TIOGA,Profit,Yes,"US RENAL CARE, INC.",13,As Expected,54,65,71,As Expected,As Expected,As Expected,62,70,205,Worse than Expected,As Expected,63,63,0,Not Available,As Expected
392603,FRESENIUS KIDNEY CARE - WHITEHALL,1320 MICKLEY ROAD,WHITEHALL,PA,LEHIGH,Profit,Yes,FRESENIUS MEDICAL CARE,28,As Expected,82,135,142,As Expected,As Expected,Better than Expected,112,176,477,As Expected,As Expected,142,142,0,As Expected,As Expected
392748,DAVITA EAST END PITTSBURGH DIALYSIS,7714 PENN AVENUE,PITTSBURGH,PA,ALLEGHENY,Profit,Yes,DAVITA,16,Worse than Expected,53,87,91,Worse than Expected,Worse than Expected,As Expected,56,108,278,Better than Expected,As Expected,88,88,0,As Expected,As Expected
392749,DAVITA CALLOWHILL DIALYSIS CENTER,313 CALLOWHILL STREET,PHILADELPHIA,PA,PHILADELPHIA,Profit,Yes,DAVITA,20,As Expected,48,100,100,As Expected,As Expected,As Expected,58,74,252,As Expected,As Expected,102,102,0,Better than Expected,As Expected
392750,U.S. RENAL CARE - CAMP HILL,"158 SOUTH 32ND STREET, SUITE 19",CAMP HILL,PA,CUMBERLAND,Profit,Yes,"US RENAL CARE, INC.",16,Not Available,11,38,39,As Expected,As Expected,As Expected,23,41,127,As Expected,As Expected,32,32,0,Not Available,As Expected
372597,FMCNA - JANE PHILLIPS,3500 SE STATE ST,BARTLESVILLE,OK,WASHINGTON,Profit,Yes,FRESENIUS MEDICAL CARE,18,As Expected,75,96,108,As Expected,As Expected,Worse than Expected,93,54,320,As Expected,As Expected,108,108,0,As Expected,As Expected
372598,DSI - ALTUS DX,1401 E BROADWAY,ALTUS,OK,JACKSON,Profit,Yes,DIVERSIFIED SPECIALTY INSTITUTES (DSI),13,As Expected,46,62,64,As Expected,As Expected,As Expected,54,37,160,As Expected,As Expected,66,66,0,Not Available,As Expected
332708,DAVITA WATERS PLACE DIALYSIS CENTER,1733 EASTCHESTER ROAD,BRONX,NY,BRONX,Profit,Yes,DAVITA,24,As Expected,76,138,149,As Expected,As Expected,As Expected,87,93,371,As Expected,As Expected,146,146,0,As Expected,Better than Expected
332709,DAVITA LOWVILLE DIALYSIS CENTER,7785 NORTH STATE STREET,LOWVILLE,NY,LEWIS,Profit,Yes,DAVITA,8,Worse than Expected,21,26,26,As Expected,As Expected,Better than Expected,22,18,94,As Expected,As Expected,26,26,0,Not Available,As Expected
332710,"ELIZABETHTOWN CENTER, LLC",75 PARK STREET,ELIZABETHTOWN,NY,ESSEX,Profit,Yes,AMERICAN RENAL ASSOCIATES,8,Not Available,7,27,28,As Expected,As Expected,As Expected,20,21,73,Worse than Expected,As Expected,28,28,0,Not Available,Worse than Expected
332711,DAVITA STATEN ISLAND DIALYSIS CENTER,1139 HYLAN BLVD,STATEN ISLAND,NY,RICHMOND,Profit,Yes,DAVITA,18,As Expected,95,133,140,As Expected,As Expected,As Expected,108,111,354,As Expected,As Expected,125,125,0,As Expected,As Expected
312680,DAVITA HAMILTON STREET DIALYSIS,920 HAMILTON STREET SUITE C-3,SOMERSET,NJ,SOMERSET,Profit,Yes,DAVITA,10,Not Available,15,20,23,As Expected,Not Available,Not Available,16,10,24,As Expected,As Expected,17,17,0,Not Available,As Expected
392803,DAVITA SUBURBAN CAMPUS DIALYSIS,"2100 HARRISBURG PIKE, SUITE 390",LANCASTER,PA,LANCASTER,Profit,Yes,DAVITA,30,As Expected,160,220,234,As Expected,As Expected,Better than Expected,181,277,743,As Expected,As Expected,199,199,0,As Expected,As Expected
392804,DAVITA POCONO HOME TRAINING,"3361 ROUTE 611, SUITE 1",BARTONSVILLE,PA,MONROE,Profit,Yes,DAVITA,4,Worse than Expected,23,32,33,As Expected,As Expected,As Expected,25,29,89,Not Available,Not Available,9,9,0,Not Available,As Expected
392805,FRESENIUS KIDNEY CARE - ABRAMSON,1425 HORSHAM RD,NORTH WALES,PA,MONTGOMERY,Profit,Yes,FRESENIUS MEDICAL CARE,9,As Expected,34,57,63,As Expected,As Expected,As Expected,44,53,176,As Expected,As Expected,57,57,0,Not Available,As Expected
392806,FRESENIUS KIDNEY CARE - GREATER NORTHEAST,10500 ROOSEVELT BLVD,PHILADELPHIA,PA,PHILADELPHIA,Profit,Yes,FRESENIUS MEDICAL CARE,15,As Expected,61,94,105,As Expected,As Expected,As Expected,81,111,310,As Expected,As Expected,97,97,0,As Expected,As Expected
382547,PORTLAND HOME DIALYSIS CLINIC,10802 SE WASHINGTON STREET,PORTLAND,OR,MULTNOMAH,Profit,Yes,"US RENAL CARE, INC.",2,Not Available,10,25,27,As Expected,Not Available,Not Available,12,9,41,Not Available,Not Available,2,2,0,Not Available,As Expected
392604,DAVITA ELIZABETHTOWN DIALYSIS,844 NORTH HANOVER STREET,ELIZABETHTOWN,PA,LANCASTER,Profit,Yes,DAVITA,12,As Expected,22,35,37,As Expected,As Expected,As Expected,29,30,130,As Expected,Better than Expected,37,37,0,Not Available,As Expected
392721,LIBERTY DIALYSIS - BADEN,1682 STATE STREET,BADEN,PA,BEAVER,Profit,Yes,FRESENIUS MEDICAL CARE,18,As Expected,37,64,67,As Expected,As Expected,As Expected,45,50,228,As Expected,As Expected,67,67,0,As Expected,As Expected
392723,DAVITA DUNMORE DIALYSIS,1212 ONEAL HIGHWAY,DUNMORE,PA,LACKAWANNA,Profit,Yes,DAVITA,12,As Expected,70,110,117,As Expected,As Expected,As Expected,83,105,337,As Expected,As Expected,80,80,0,Not Available,As Expected
392724,DAVITA CHILDS DIALYSIS,101 MAIN STREET,CHILDS,PA,LACKAWANNA,Profit,Yes,DAVITA,8,As Expected,31,41,43,As Expected,As Expected,As Expected,34,42,167,As Expected,As Expected,43,43,0,Not Available,As Expected
392725,DAVITA TUNKHANNOCK DIALYSIS,5950 SR 6,TUNKHANNOCK,PA,WYOMING,Profit,Yes,DAVITA,12,As Expected,33,43,43,As Expected,As Expected,As Expected,37,28,173,As Expected,As Expected,44,44,0,Not Available,As Expected
372600,FMCNA - IDABEL DX,1104 E LINCOLN ST,IDABEL,OK,MCCURTAIN,Profit,Yes,FRESENIUS MEDICAL CARE,17,As Expected,59,81,86,As Expected,As Expected,As Expected,77,64,291,As Expected,As Expected,80,80,0,As Expected,As Expected
372601,DAVITA YUKON DIALYSIS,12801 NW 10TH ST,YUKON,OK,TWIGGS,Profit,Yes,DAVITA,13,As Expected,25,41,44,As Expected,As Expected,Worse than Expected,30,31,143,As Expected,As Expected,44,44,0,As Expected,As Expected
372602,DAVITA IDABEL DIALYSIS,1319 S LYNN LANE,IDABEL,OK,MCCURTAIN,Profit,Yes,DAVITA,13,As Expected,32,37,37,As Expected,As Expected,As Expected,33,24,87,As Expected,As Expected,34,34,0,Not Available,As Expected
372603,DAVITA MOORE DIALYSIS,620 S. SANTA FE AVE,MOORE,OK,CLEVELAND,Profit,Yes,DAVITA,12,As Expected,34,43,50,As Expected,As Expected,As Expected,36,48,107,As Expected,As Expected,50,50,0,Not Available,As Expected
392360,ST. CHRISTOPHER'S HOSPITAL FOR CHILDREN,160 EAST ERIE AVENUE,PHILADELPHIA,PA,PHILADELPHIA,Profit,No,INDEPENDENT,7,Not Available,0,2,2,Not Available,Not Available,Not Available,3,4,24,Not Available,Not Available,2,2,8,Worse than Expected,As Expected
392367,UPMC CHILDREN'S HOSPITAL OF PITTSBURGH,ONE CHILDREN'S HOSPITAL DRIVE,PITTSBURGH,PA,ALLEGHENY,Non-Profit,Yes,UPMC HEALTH SYSTEM,6,Not Available,2,2,3,Not Available,Not Available,Not Available,4,6,10,Not Available,Not Available,3,3,2,Better than Expected,Not Available
312681,DAVITA RENAL CTR MONROE,300 OVERLOOK DRIVE,MONROE TOWNSHIP,NJ,NA,Profit,Yes,DAVITA,18,Not Available,9,14,16,As Expected,As Expected,Not Available,13,19,16,Not Available,As Expected,16,16,0,Not Available,Not Available
312682,FKC MARLTON,957 ROUTE 73 SOUTH,MARLTON,NJ,BURLINGTON,Profit,Yes,FRESENIUS MEDICAL CARE,19,As Expected,26,38,47,As Expected,As Expected,As Expected,29,26,43,As Expected,As Expected,37,37,0,Not Available,As Expected
312683,DAVITA IRVINGTON DIALYSIS,468 CHANCELLOR AVENUE SUITE WS-3,IRVINGTON,NJ,NA,Profit,Yes,DAVITA,19,Not Available,32,61,70,As Expected,As Expected,As Expected,35,47,47,As Expected,Better than Expected,59,59,0,Not Available,As Expected
312684,DAVITA FRANKLIN PARK DIALYSIS,3079 STATE ROUTE 27,FRANKLIN PARK,NJ,NA,Profit,Yes,DAVITA,19,As Expected,22,46,56,As Expected,As Expected,As Expected,29,24,37,As Expected,As Expected,46,46,0,Not Available,As Expected
312685,DAVITA MERCHANTVILLE DIALYSIS,5000 N CRESCENT BLVD,PENNSAUKEN,NJ,NA,Profit,Yes,DAVITA,19,As Expected,21,36,36,As Expected,As Expected,Not Available,23,24,27,As Expected,As Expected,36,36,0,Not Available,As Expected
332346,NYC HEALTH + HOSPITALS/KINGS COUNTY,451 CLARKSON AVENUE,BROOKLYN,NY,KINGS,Non-Profit,No,INDEPENDENT,26,As Expected,32,74,76,As Expected,As Expected,As Expected,34,27,125,As Expected,As Expected,76,76,0,As Expected,As Expected
382548,PNRS NEWBERG DIALYSIS CENTER,3100 HAWORTH AVE,NEWBERG,OR,YAMHILL,Profit,Yes,FRESENIUS MEDICAL CARE,12,As Expected,26,41,42,As Expected,As Expected,As Expected,30,18,112,As Expected,As Expected,43,43,0,Not Available,As Expected
382549,DAVITA MERIDIAN PARK DIALYSIS CENTER,19255 SW 65TH AVE SUITE 100,TUALATIN,OR,WASHINGTON,Profit,Yes,DAVITA,16,As Expected,59,97,100,As Expected,As Expected,As Expected,69,50,250,As Expected,As Expected,85,85,0,As Expected,As Expected
382550,DAVITA HILLSBORO DIALYSIS CENTER,"2500 NE CENTURY BLVD., SUITE 300 BLDG. E",HILLSBORO,OR,WASHINGTON,Profit,Yes,DAVITA,13,As Expected,21,27,27,As Expected,As Expected,As Expected,22,17,80,As Expected,As Expected,19,19,0,Not Available,As Expected
382551,FMC REDMOND,916 SW 17TH ST STE 100,REDMOND,OR,DESCHUTES,Profit,Yes,FRESENIUS MEDICAL CARE,16,As Expected,62,74,80,Better than Expected,As Expected,As Expected,69,35,277,As Expected,As Expected,79,79,0,As Expected,As Expected
382554,DAVITA BLUE MOUNTAIN KIDNEY CENTER,72556 COYOTE RD,PENDLETON,OR,UMATILLA,Profit,Yes,DAVITA,12,As Expected,24,29,29,As Expected,As Expected,As Expected,24,15,96,As Expected,As Expected,26,26,0,Not Available,As Expected
392573,DAVITA JEFFERSON DIALYSIS,14 CLAIRTON BOULEVARD,PITTSBURGH,PA,ALLEGHENY,Profit,Yes,DAVITA,17,As Expected,50,87,90,As Expected,As Expected,As Expected,58,68,224,As Expected,As Expected,69,69,0,Not Available,As Expected
392726,DAVITA OLD FORGE DIALYSIS,325 SOUTH MAIN STREET,OLD FORGE,PA,LACKAWANNA,Profit,Yes,DAVITA,12,As Expected,28,47,52,As Expected,As Expected,As Expected,35,62,155,As Expected,As Expected,52,52,0,Not Available,As Expected
392727,LIBERTY DIALYSIS - BANKSVILLE,2875 BANKSVILLE ROAD,PITTSBURGH,PA,ALLEGHENY,Profit,Yes,FRESENIUS MEDICAL CARE,27,As Expected,72,121,133,Worse than Expected,As Expected,As Expected,91,129,344,As Expected,As Expected,128,128,0,Better than Expected,As Expected
392833,DAVITA LEOLA DIALYSIS,"345 W. MAIN ST., SUITE 202",LEOLA,PA,LANCASTER,Profit,Yes,DAVITA,13,As Expected,31,43,47,As Expected,As Expected,As Expected,36,39,113,As Expected,As Expected,47,47,0,Not Available,As Expected
392834,DAVITA QUENTIN CIRCLE DIALYSIS,966 ISABEL DRIVE,LEBANON,PA,LEBANON,Profit,Yes,DAVITA,8,As Expected,39,55,58,As Expected,As Expected,As Expected,45,30,135,As Expected,As Expected,40,40,0,As Expected,As Expected
392835,"BIO-MEDICAL APPLICATIONS OF PENNSYLVANIA, INC.","5201 OLD YORK ROAD, UNIT 2",PHILADELPHIA,PA,PHILADELPHIA,Profit,Yes,FRESENIUS MEDICAL CARE,12,As Expected,52,93,93,As Expected,As Expected,As Expected,60,74,167,As Expected,As Expected,95,95,0,As Expected,Better than Expected
392836,DAVITA EYNON DIALYSIS,260 SCRANTON CARBONDALE HIGHWAY,EYNON,PA,NA,Profit,Yes,DAVITA,13,As Expected,28,55,56,As Expected,As Expected,As Expected,43,42,154,As Expected,As Expected,57,57,0,Not Available,As Expected
392502,DAVITA WAVERLY DIALYSIS,WAVERLY SQUARE,MORTON,PA,DELAWARE,Profit,Yes,DAVITA,20,As Expected,71,106,110,As Expected,Worse than Expected,As Expected,85,117,313,As Expected,As Expected,110,110,0,As Expected,As Expected
392505,FRESENIUS KIDNEY CARE - ALLENTOWN,3136 HAMILTON BOULEVARD,ALLENTOWN,PA,LEHIGH,Profit,Yes,FRESENIUS MEDICAL CARE,27,As Expected,84,126,127,As Expected,As Expected,Better than Expected,102,122,450,As Expected,As Expected,130,130,0,As Expected,As Expected
392506,FRESENIUS KIDNEY CARE - ABINGTON,1036 EASTON ROAD,WILLOW GROVE,PA,MONTGOMERY,Profit,Yes,FRESENIUS MEDICAL CARE,24,As Expected,44,73,73,As Expected,As Expected,Better than Expected,60,54,197,As Expected,As Expected,69,69,0,Not Available,Better than Expected
392630,DAVITA RADNOR DIALYSIS,170 N. HENDERSON ROAD,KING OF PRUSSIA,PA,DELAWARE,Profit,Yes,DAVITA,12,As Expected,47,78,85,As Expected,As Expected,As Expected,55,45,222,As Expected,As Expected,63,63,0,Not Available,Better than Expected
392631,DAVITA JENNERSVILLE DIALYSIS CENTER,"1011 WEST BALTIMORE PIKE, SUITE 107",WEST GROVE,PA,CHESTER,Profit,Yes,DAVITA,18,As Expected,56,83,85,As Expected,As Expected,As Expected,68,67,280,As Expected,As Expected,87,87,0,As Expected,As Expected
332350,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,NY,ERIE,Non-Profit,No,INDEPENDENT,36,As Expected,125,216,213,As Expected,As Expected,As Expected,142,178,578,As Expected,As Expected,210,210,0,As Expected,As Expected
332352,BROOKDALE HOSPITAL & MEDICAL CENTER,1 BROOKDALE PLAZA,BROOKLYN,NY,KINGS,Non-Profit,No,INDEPENDENT,10,Not Available,22,40,40,As Expected,As Expected,Worse than Expected,26,26,108,Not Available,Worse than Expected,46,46,0,Not Available,As Expected
332354,HARLEM HOSPITAL,506 LENOX AVENUE - ROOM  18-107,NEW YORK,NY,NEW YORK,Non-Profit,No,INDEPENDENT,11,As Expected,38,75,77,As Expected,As Expected,As Expected,43,60,173,As Expected,As Expected,82,82,0,As Expected,As Expected
332375,ST. BARNABAS HOSPITAL OPD DIALYSIS CENTER,4451 THIRD AVENUE,BRONX,NY,BRONX,Non-Profit,No,INDEPENDENT,40,As Expected,145,242,258,Worse than Expected,As Expected,As Expected,166,244,680,Not Available,As Expected,256,256,0,As Expected,As Expected
332600,DAVITA SUBURBAN DIALYSIS,705 MAPLE ROAD,AMHERST,NY,ERIE,Profit,Yes,DAVITA,22,As Expected,81,124,135,As Expected,As Expected,As Expected,93,115,423,As Expected,As Expected,113,113,0,As Expected,As Expected
392574,DIALYSIS CLINIC INC - HEMPFIELD,6710 STATE ROUTE 30,JEANNETTE,PA,WESTMORELAND,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",24,As Expected,58,93,100,As Expected,As Expected,As Expected,68,104,278,As Expected,As Expected,91,91,0,Not Available,As Expected
392575,"RENAL CARE GROUP EAST, INC.","780 W LANCASTER AVENUE, SUITE 102",BRYN MAWR,PA,DELAWARE,Profit,Yes,FRESENIUS MEDICAL CARE,20,As Expected,49,91,92,As Expected,As Expected,As Expected,72,119,293,Better than Expected,As Expected,90,90,0,Not Available,As Expected
392576,FRESENIUS KIDNEY CARE - CLAIRTON,SOUTH HILLS MEDICAL BUILDING,CLAIRTON,PA,ALLEGHENY,Profit,Yes,FRESENIUS MEDICAL CARE,13,As Expected,25,38,45,As Expected,Worse than Expected,As Expected,29,49,114,As Expected,As Expected,45,45,0,Not Available,As Expected
392579,FRESENIUS KIDNEY CARE - OHIO VALLEY,"ROBINSON PLAZA, BUILDING #3",PITTSBURGH,PA,ALLEGHENY,Profit,Yes,FRESENIUS MEDICAL CARE,15,As Expected,34,70,77,As Expected,Worse than Expected,As Expected,40,57,159,As Expected,As Expected,75,75,0,Not Available,As Expected
392700,DAVITA MCKEESPORT WEST DIALYSIS,101 9TH STREET,MCKEESPORT,PA,ALLEGHENY,Profit,Yes,DAVITA,16,As Expected,33,57,61,As Expected,As Expected,As Expected,41,73,165,As Expected,As Expected,59,59,0,Not Available,As Expected
392837,FRESENIUS KIDNEY CARE - WEST CHESTER,"1380 ENTERPRISE DR., SUITE 300",WEST CHESTER,PA,CHESTER,Profit,Yes,FRESENIUS MEDICAL CARE,12,As Expected,23,34,38,As Expected,As Expected,As Expected,30,23,84,As Expected,As Expected,36,36,0,Not Available,As Expected
